지역ID,맵,상위지역,지역명,기준,기준지역ID,몬스터1,원본좌표1,Y+10 좌표1,Y-10 좌표1,몬스터2,원본좌표2,Y+10 좌표2,Y-10 좌표2,몬스터3,원본좌표3,Y+10 좌표3,Y-10 좌표3
4411,동부 왕국,스톰윈드,스톰윈드 항구,상위지역 경계 대체,1519,스톰윈드 왕실근위병 (1756),"-8533.000, 456.912, 104.917","-8533.000, 466.912, 104.917","-8533.000, 446.912, 104.917",엘윈 분홍색 엘레크 (23507),"-9052.200, 368.635, 92.912","-9052.200, 378.635, 92.912","-9052.200, 358.635, 92.912",증기 전차 기술자 (29016),"-8450.800, 1110.860, 19.056","-8450.800, 1120.860, 19.056","-8450.800, 1100.860, 19.056"
4412,노스렌드,숄라자르 분지,창조주의 전망대,상위지역 경계 대체,3711,조종 당하는 영웅 (32255),"7025.310, 2977.780, 447.827","7025.310, 2987.780, 447.827","7025.310, 2967.780, 447.827",동상에 파인 시체 (28220),"6214.420, 4127.330, -11.419","6214.420, 4137.330, -11.419","6214.420, 4117.330, -11.419",설맹 구울 (28218),"6227.580, 4140.940, -10.585","6227.580, 4150.940, -10.585","6227.580, 4130.940, -10.585"
4413,노스렌드,숄라자르 분지,창조주의 감시대,상위지역 경계 대체,3711,조종 당하는 영웅 (32255),"7025.310, 2977.780, 447.827","7025.310, 2987.780, 447.827","7025.310, 2967.780, 447.827",동상에 파인 시체 (28220),"6214.420, 4127.330, -11.419","6214.420, 4137.330, -11.419","6214.420, 4117.330, -11.419",설맹 구울 (28218),"6227.580, 4140.940, -10.585","6227.580, 4150.940, -10.585","6227.580, 4130.940, -10.585"
4414,노스렌드,용의 안식처,붉은십자군 경비탑,상위지역 경계 대체,65,눈사태 숲 사슴 (26615),"3572.370, 1110.300, 148.846","3572.370, 1120.300, 148.846","3572.370, 1100.300, 148.846",굶주린 망자 (27290),"3528.940, -1069.420, 127.462","3528.940, -1059.420, 127.462","3528.940, -1079.420, 127.462",용뼈 대머리수리 (26483),"3567.510, 755.088, 98.581","3567.510, 765.088, 98.581","3567.510, 745.088, 98.581"
4417,노스렌드,얼음왕관,붉은돌격대 항구,상위지역 경계 대체,210,썩은 구울 (31812),"7555.260, 1556.580, 342.748","7555.260, 1566.580, 342.748","7555.260, 1546.580, 342.748",조종 당하는 영웅 (32255),"7321.900, 2447.820, 395.389","7321.900, 2457.820, 395.389","7321.900, 2437.820, 395.389",해골경비대 보병 (33438),"6390.260, 2071.170, 511.026","6390.260, 2081.170, 511.026","6390.260, 2061.170, 511.026"
4418,노스렌드,폭풍우 봉우리,K3,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4419,노스렌드,폭풍우 봉우리,설맹의 언덕,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4420,노스렌드,폭풍우 봉우리,설맹의 언덕 길목,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4421,노스렌드,폭풍우 봉우리,가름,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4422,노스렌드,폭풍우 봉우리,브룬힐다르 마을,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4423,노스렌드,폭풍우 봉우리,시프렐다르 마을,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4424,노스렌드,폭풍우 봉우리,발키리온,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4425,노스렌드,폭풍우 봉우리,쓸쓸한 광산,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4426,노스렌드,폭풍우 봉우리,보르의 숨결 강,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4427,노스렌드,폭풍우 봉우리,은빛십자군 선봉기지,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4428,노스렌드,폭풍우 봉우리,서리요새,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4429,노스렌드,폭풍우 봉우리,그롬아쉬 추락 지점,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4430,노스렌드,폭풍우 봉우리,폭풍의 신전,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4431,노스렌드,폭풍우 봉우리,창조주의 기계,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4432,노스렌드,폭풍우 봉우리,눈봉우리 분지,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4433,노스렌드,폭풍우 봉우리,용돌기 봉우리,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4434,노스렌드,폭풍우 봉우리,니다벨리르,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4435,노스렌드,폭풍우 봉우리,나르비르의 요람,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4436,노스렌드,폭풍우 봉우리,눈더미 평원,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4437,노스렌드,폭풍우 봉우리,고대의 겨울 계곡,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4438,노스렌드,폭풍우 봉우리,던 니펠렘,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4439,노스렌드,폭풍우 봉우리,서리평원 호수,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4440,노스렌드,폭풍우 봉우리,천둥 골짜기,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4441,노스렌드,폭풍우 봉우리,툰카로 야영지,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4442,노스렌드,폭풍우 봉우리,브란의 기지,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4443,노스렌드,폭풍우 봉우리,메아리 관문,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4444,노스렌드,폭풍우 봉우리,메아리 평원,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4445,노스렌드,폭풍우 봉우리,울두아르,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4446,노스렌드,폭풍우 봉우리,창조주의 거처,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4447,노스렌드,폭풍우 봉우리,번개의 관문,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4448,노스렌드,폭풍우 봉우리,티탄의 길,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4449,노스렌드,폭풍우 봉우리,울디스,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4450,노스렌드,폭풍우 봉우리,로켄의 거래물,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4451,노스렌드,폭풍우 봉우리,보르의 폭포,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4452,노스렌드,폭풍우 봉우리,보르의 숨결,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4453,노스렌드,폭풍우 봉우리,로헴달 고개,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
4454,노스렌드,폭풍우 봉우리,폭풍 주조소,상위지역 경계 대체,67,썩은 구울 (31812),"7612.200, 1249.040, 347.691","7612.200, 1259.040, 347.691","7612.200, 1239.040, 347.691",되살아난 시체 (29897),"5876.930, -1956.730, 237.907","5876.930, -1946.730, 237.907","5876.930, -1966.730, 237.907",푸른용 알 (31836),"7530.150, 688.302, 475.453","7530.150, 698.302, 475.453","7530.150, 678.302, 475.453"
